,original_title,budget,genres,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,ret_rate,rev_rate,log_rev_rate,log_budget,log_revenue,Profitable,all_keywords,lang_en
30,2046,12000000,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",844,"['free love', 'hotel', 'lovesickness', 'sexuality', 'kung fu', 'android', 'soulmates', 'based on novel', 'hotel room', 'jealousy', ""love of one's life"", 'restart', 'singapur', 'unsociability', 'secret love', 'murder', 'author', 'hong kong', 'break-up', 'illegal prostitution', 'extramarital affair', 'photographic memory']",zh,"2046 is the sequel to Wong Kar-Wais’ successful box-office hit In The Mood For Love. A film about affairs, ending relationships, and a shared love for Kung-Fu novels as the main character, Chow, writes his own novel and reflects back on his favorite love Su.",12.664786999999999,"['Paradis Films', 'Orly Films', 'Shanghai Film Group Corporation', 'Jet Tone Films']","['Germany', 'Hong Kong', 'China', 'France', 'Italy']",2004-05-20,19271312,129.0,"['\\u5e7f\\u5dde\\u8bdd / \\u5ee3\\u5dde\\u8a71', '\\u65e5\\u672c\\u8a9e', '\\u666e\\u901a\\u8bdd']",Are you still in the mood for love?,2046,6.9,206, Black and White,Kar-Wai Wong,194.0,129.0,0.0,576.0,Tony Chiu Wai Leung,878.0,Li Gong,41496,2378,Maggie Cheung,0.0,"['number in title', 'train', 'woman slaps a man', 'woman slaps man', 'written by director']",http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,210.0,Cantonese,Hong Kong,R,2004.0,643.0,7.5,2.35,0,7271312,0.6059426666666666,1.6059426666666667,0.4737109154269721,16.300417207752275,16.774128123179246,True,"['extramarital affair', 'woman slaps a man', 'kung fu', 'photographic memory', 'murder', ""love of one's life"", 'author', 'jealousy', 'hotel room', 'singapur', 'android', 'free love', 'woman slaps man', 'unsociability', 'lovesickness', 'hotel', 'train', 'illegal prostitution', 'written by director', 'number in title', 'restart', 'secret love', 'soulmates', 'break-up', 'sexuality', 'based on novel', 'hong kong']",False
31,21,35000000,"['Drama', 'Crime']",8065,"['gambling', 'card game', 'professor', 'harvard university', 'cohabitant', 'college', 'girlfriend', 'studies', 'dormitory', 'friendship', 'blackjack']",en,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",45.149947999999995,"['Columbia Pictures', 'Relativity Media']",['United States of America'],2008-03-27,69823199,123.0,['English'],They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,21,6.5,1375,Color,Robert Luketic,144.0,123.0,126.0,1000.0,Jim Sturgess,18000.0,Kevin Spacey,191470,25661,Josh Gad,2.0,"['based on true story', 'blackjack', 'card counting', 'gambling', 'massachusetts institute of technology']",http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1,278.0,English,USA,PG-13,2008.0,5000.0,6.8,2.35,0,34823199,0.9949485428571428,1.994948542857143,0.6906182569551166,17.37085861945369,18.061476876408804,True,"['cohabitant', 'massachusetts institute of technology', 'card counting', 'friendship', 'professor', 'dormitory', 'card game', 'girlfriend', 'college', 'blackjack', 'harvard university', 'based on true story', 'gambling', 'studies']",True
32,21 & Over,13000000,['Comedy'],107811,"['alcohol', 'birthday', 'debauchery']",en,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",35.522027,"['Relativity Media', 'Virgin Produced', 'Mandeville Films', 'SkyLand Entertainment']",['United States of America'],2013-03-01,48065672,93.0,['English'],Finally.,21 & Over,5.7,737,Color,Jon Lucas,168.0,93.0,24.0,499.0,Josie Loren,552.0,Justin Chon,60407,2730,Sarah Wright,0.0,"['21st birthday', 'college student', 'drunken man', 'pubic hair', 'standing up to father']",http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,84.0,English,USA,R,2013.0,528.0,5.9,2.35,11000,35065672,2.6973593846153845,3.6973593846153845,1.3076188850258132,16.38045991542581,17.688078800451624,True,"['drunken man', 'college student', 'alcohol', 'debauchery', 'birthday', '21st birthday', 'standing up to father', 'pubic hair']",True
33,21 Grams,20000000,"['Drama', 'Crime', 'Thriller']",470,"['life and death', 'transplantation', 'suicide attempt', 'desperation', 'loss of family', 'ex-detainee', 'sadness', 'rage and hate', 'car crash']",en,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",32.243357,"['This Is That Productions', 'Y Productions', 'Mediana Productions Filmgesellschaft']",['United States of America'],2003-09-06,60427839,124.0,['English'],How much does life weigh?,21 Grams,7.2,918,Color,Alejandro G. Iñárritu,192.0,124.0,0.0,430.0,Eddie Marsan,6000.0,Naomi Watts,189683,7567,Danny Huston,0.0,"['accident', 'faith', 'love', 'mathematician', 'nonlinear timeline']",http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,559.0,English,USA,R,2003.0,979.0,7.7,1.85,0,40427839,2.02139195,3.02139195,1.1057176357961431,16.811242831518264,17.916960467314407,True,"['suicide attempt', 'faith', 'accident', 'love', 'car crash', 'desperation', 'mathematician', 'life and death', 'ex-detainee', 'loss of family', 'sadness', 'transplantation', 'nonlinear timeline', 'rage and hate']",True
34,21 Jump Street,42000000,"['Action', 'Comedy', 'Crime']",64688,"['male friendship', 'high school', 'parody', 'crude humor', 'based on tv series', 'undercover cop', 'buddy cop', 'buddy comedy', 'duringcreditsstinger']",en,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",62.714026000000004,"['Columbia Pictures', 'Original Film', 'Stephen J. Cannell Productions', 'Relativity Media', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2012-03-12,201585328,109.0,['English'],They thought the streets were mean. Then they went back to high school.,21 Jump Street,6.7,4074,Color,Phil Lord,375.0,109.0,97.0,839.0,Dax Flame,17000.0,Channing Tatum,408302,19968,Rob Riggle,2.0,"['narcotics', 'parody', 'police', 'remake', 'undercover cop']",http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,345.0,English,USA,R,2012.0,971.0,7.2,2.35,39000,159585328,3.7996506666666665,4.7996506666666665,1.5685431374876364,17.553180176247643,19.12172331373528,True,"['crude humor', 'male friendship', 'based on tv series', 'buddy cop', 'duringcreditsstinger', 'narcotics', 'buddy comedy', 'high school', 'remake', 'police', 'parody', 'undercover cop']",True
35,22 Jump Street,50000000,"['Crime', 'Comedy', 'Action']",187017,"['high school', 'undercover cop', 'buddy comedy', 'aftercreditsstinger', 'duringcreditsstinger']",en,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",52.380982,"['Columbia Pictures', 'Original Film', 'Media Rights Capital', 'Metro-Goldwyn-Mayer (MGM)', 'Cannell Studios', 'LStar Capital', '33andOut Productions', 'JHF Productions']",['United States of America'],2014-06-05,188441614,112.0,['English'],They're not 21 anymore,22 Jump Street,7.0,3319,Color,Phil Lord,330.0,112.0,97.0,584.0,Craig Roberts,17000.0,Channing Tatum,258186,19428,Amber Stevens West,2.0,"['college', 'drugs', 'hidden camera', 'tattoo', 'undercover']",http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1,322.0,English,USA,R,2014.0,920.0,7.1,2.35,24000,138441614,2.76883228,3.76883228,1.326765213427511,17.72753356339242,19.05429877681993,True,"['tattoo', 'hidden camera', 'drugs', 'aftercreditsstinger', 'duringcreditsstinger', 'buddy comedy', 'high school', 'college', 'undercover', 'undercover cop']",True
37,25th Hour,15000000,"['Crime', 'Drama']",1429,"['prison', 'prisoner', 'dream', 'drug dealer', 'nightclub', 'american dream', 'male friendship', 'melancholy', 'girlfriend', 'friendship', 'aftercreditsstinger']",en,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",30.196039000000003,"['40 Acres & A Mule Filmworks', 'Touchstone Pictures']",['United States of America'],2002-12-16,13060843,135.0,['English'],This life was so close to never happening.,25th Hour,7.2,629,Color,Spike Lee,202.0,108.0,0.0,346.0,Rosario Dawson,22000.0,Philip Seymour Hoffman,149528,26050,Aaron Stanford,0.0,"['bar', 'dream', 'drug dealing', 'nightclub', 'widower']",http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,454.0,English,USA,R,2002.0,3000.0,7.7,2.35,0,-1939157,-0.12927713333333332,0.8707228666666667,-0.1384315310981756,16.523560759066484,16.38512922796831,False,"['melancholy', 'bar', 'friendship', 'drug dealing', 'nightclub', 'american dream', 'girlfriend', 'aftercreditsstinger', 'widower', 'prison', 'prisoner', 'male friendship', 'dream', 'drug dealer']",True
38,27 Dresses,30000000,"['Comedy', 'Romance']",6557,"['lovesickness', 'newspaper', 'bar', 'sister sister relationship', 'new love', 'wedding planer', 'witness', 'bride', 'bridesmaid', 'sister', 'music', 'romantic comedy', 'sibling rivalry', 'reporter', 'wedding', 'woman director']",en,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,30.695228000000004,"['Spyglass Entertainment', 'Fox 2000 Pictures', 'Dune Entertainment III']",['United States of America'],2008-01-10,160259319,111.0,['English'],She's about to find the perfect fit.,27 Dresses,6.1,978,Color,Anne Fletcher,175.0,111.0,98.0,71.0,Bern Cohen,2000.0,Judy Greer,124501,2978,Yetta Gottesman,1.0,"['boss', 'bridesmaid', 'friend', 'love', 'wedding']",http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1,154.0,English,USA,PG-13,2008.0,805.0,6.1,2.35,0,130259319,4.3419773,5.3419773,1.675595865333926,17.216707939626428,18.892303804960356,True,"['sister sister relationship', 'sister', 'lovesickness', 'love', 'reporter', 'romantic comedy', 'sibling rivalry', 'new love', 'boss', 'bridesmaid', 'bride', 'music', 'wedding planer', 'wedding', 'newspaper', 'bar', 'woman director', 'witness', 'friend']",True
40,28 Weeks Later,15000000,"['Horror', 'Thriller', 'Science Fiction']",1562,"['london england', 'loss of mother', 'loss of family', 'mutant', 'pest', 'dying and death', 'chaos', 'parts of dead body', 'survivor', 'supernatural', 'survival', 'on the run', 'zombie', 'danger', 'escapade', 'virus', 'plague', 'female corpse', 'siblings relations', 'deadly', 'chases and races', 'chaos and mayham', 'human nature']",en,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",34.759855,"['DNA Films', 'Figment Films', 'Sociedad General de Cine S.A.', 'UK Film Council', 'Fox Atomic', 'Koan Films']","['Spain', 'United Kingdom']",2007-04-26,64238440,100.0,['English'],When days turn to weeks... the horror returns.,28 Weeks Later,6.5,1197,Color,Juan Carlos Fresnadillo,274.0,100.0,35.0,306.0,Harold Perrineau,10000.0,Jeremy Renner,212167,11471,Catherine McCormack,1.0,"['paris france', 'rage', 'sniper', 'u.s. army', 'zombie apocalypse']",http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,713.0,English,UK,R,2007.0,1000.0,7.0,1.85,0,49238440,3.2825626666666667,4.282562666666666,1.4545515843061938,16.523560759066484,17.97811234337268,True,"['mutant', 'danger', 'chases and races', 'female corpse', 'human nature', 'on the run', 'deadly', 'london england', 'chaos', 'supernatural', 'parts of dead body', 'zombie apocalypse', 'loss of mother', 'survival', 'loss of family', 'zombie', 'virus', 'plague', 'chaos and mayham', 'survivor', 'rage', 'siblings relations', 'paris france', 'u.s. army', 'pest', 'sniper', 'escapade', 'dying and death']",True
43,3 Days to Kill,28000000,"['Action', 'Drama', 'Thriller', 'Crime']",192102,"['retirement', 'secret service', 'illegal drugs']",en,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",41.638961,"['Wonderland Sound and Vision', 'EuropaCorp', 'Relativity Media', '3DTK', 'Feelgood Entertainment', 'Paradise/MGN']","['France', 'United States of America']",2014-02-14,52597999,113.0,['English'],,3 Days to Kill,6.0,883,Color,McG,211.0,123.0,368.0,114.0,Richard Sammel,933.0,Connie Nielsen,69355,1286,Tómas Lemarquis,0.0,"['cancer', 'estranged wife', 'leather dress', 'spy', 'terrorist']",http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,211.0,English,USA,PG-13,2014.0,194.0,6.2,2.35,10000,24597999,0.8784999642857143,1.8784999642857143,0.6304735670197567,17.14771506813948,17.778188635159236,True,"['spy', 'terrorist', 'cancer', 'secret service', 'retirement', 'illegal drugs', 'leather dress', 'estranged wife']",True
45,3 Strikes,6000000,"['Action', 'Comedy', 'Romance']",47816,['sport'],en,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",1.433692,[],['United States of America'],2000-03-01,9000000,82.0,['English'],"the few, the proud, the paroled.",3 Strikes,5.9,15,Color,DJ Pooh,22.0,82.0,69.0,585.0,Mike Epps,939.0,Mo'Nique,1415,3354,Faizon Love,1.0,"['adult diaper', 'diaper', 'digit in title', 'dream', 'sawed off shotgun']",http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,10.0,English,USA,R,2000.0,706.0,4.0,1.85,118,3000000,0.5,1.5,0.4054651081081644,15.60727002719233,16.012735135300492,True,"['adult diaper', 'digit in title', 'sawed off shotgun', 'diaper', 'sport', 'dream']",True
